credit_card_id (Primary Key),credit_card_name,multiple_levels,bank_name,card_type,payment_networks,money_smart_link,official_link,age_min,age_max,gender_req,annual_income_singaporean_min,annual_income_pr_min,annual_income_foreigner_min,foreign_currency_transaction_fee,annual_fee,annual_fee_waiver_min_spend,overall_points_cap,overall_points_min_spend,contactless_points_multiplier,contactless_points_cap,contactless_points_lot,dining_points_multiplier,dining_points_cap,dining_points_lot,entertainment_points_multiplier,entertainment_points_cap,entertainment_points_lot,foreign_points_multiplier,foreign_points_cap,foreign_points_lot,online_shopping_others_points_multiplier,online_shopping_others_points_cap,online_shopping_others_points_lot,online_shopping_hotels_and_flight_points_multiplier,online_shopping_hotels_and_flights_points_cap,online_shopping_hotels_and_flights_points_lot,retail_shopping_points_multiplier,retail_shopping_points_cap,retail_shopping_points_lot,points_to_miles_conversion,overall_cashback_cap,overall_cashback_min_spend,cash_cashback,bill_cashback_rate,bill_cashback_cap,bill_cashback_min_spend,contactless_cashback_rate,contactless_cashback_cap,contactless_cashback_min_spend,dining_cashback_rate,dining_cashback_cap,dining_cashback_min_spend,foreign_cashback_rate,foreign_cashback_cap,foreign_cashback_min_spend,groceries_overall_cashback_cap,groceries_others_cashback_rate,groceries_others_cashback_cap,groceries_others_cashback_min_spend,groceries_ntuc_cashback_rate,groceries_ntuc_cashback_cap,groceries_ntuc_cashback_min_spend,groceries_sheng_siong_cashback_rate,groceries_sheng_siong_cashback_cap,groceries_sheng_siong_cashback_min_spend,groceries_cold_storage_cashback_rate,groceries_cold_storage_cashback_cap,groceries_cold_storage_cashback_min_spend,groceries_giant_cashback_rate,groceries_giant_cashback_cap,groceries_giant_cashback_min_spend,online_shopping_overall_cashback_cap,online_shopping_others_cashback_rate,online_shopping_others_cashback_cap,online_shopping_others_cashback_min_spend,online_shopping_hotels_and_flights_cashback_rate,online_shopping_hotels_and_flights_cashback_cap,online_shopping_hotels_and_flights_cashback_min_spend,petrol_overal_cashback_cap,petrol_others_cashback_rate,petrol_others_cashback_cap,petrol_others_cashback_min_spend,petrol_esso_cashback_rate,petrol_esso_cashback_cap,petrol_esso_cashback_min_spend,petrol_caltex_cashback_rate,petrol_caltex_cashback_cap,petrol_caltex_cashback_min_spend,petrol_shell_cashback_rate,petrol_shell_cashback_cap,petrol_shell_cashback_min_spend,retail_shopping_cashback_rate,retail_shopping_cashback_cap,retail_shopping_cashback_min_spend,transport_cashback_rate,transport_cashback_cap,transport_cashback_min_spend
21,HSBC Advance Credit Card,FALSE,HSBC,Cashback,Visa,https://www.moneysmart.sg/credit-cards/hsbc-advance-credit-card,https://www.hsbc.com.sg/1/2//campaigns/chl_advance?code=PSR1000010&cid=SGH:YCT:P1:CC:01:1804:054:Acq_MassCards_PSR_Google&gclid=Cj0KCQiA5NPjBRDDARIsAM9X1GIb2bCLNLtQC1pnHVIqonGCSLXYspgvF8gE3dIk61oox8L8e6KWduIaAn4OEALw_wcB,21,999,A,30000,30000,40000,0,193,12500,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,125,0,0,0.025,999999999,0,0.025,999999999,0,0.025,999999999,0,0.025,999999999,0,999999999,0.025,999999999,0,0.025,999999999,0,0.025,999999999,0,0.025,999999999,0,0.025,999999999,0,999999999,0.025,999999999,0,0.025,999999999,0,999999999,0.16,999999999,0,0.16,999999999,0,0.16,999999999,0,0.16,999999999,0,0.025,999999999,0,0.025,999999999,0
22,HSBC Visa Platinum Credit Card,FALSE,HSBC,Cashback,Visa,https://www.moneysmart.sg/credit-cards/hsbc,https://www.hsbc.com.sg/1/2//campaigns/chl_vpccard/?code=PSR1000010&cid=SGH:YCT:P1:CC:01:1804:054:Acq_MassCards_PSR_Google&gclid=Cj0KCQiA5NPjBRDDARIsAM9X1GK-AxHeTAlG-aObbtK_ug8ZuI4BlPTeYo5faIp6hDv9dCFwKgvyvqcaAksUEALw_wcB,21,999,A,30000,30000,40000,0.028,193,12500,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0.05,83,0,0,999999999,0,83,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,999999999,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0.16,999999999,0,0.14,999999999,0,0,999999999,0,0,999999999,0
23,HSBC Revolution Credit Card,FALSE,HSBC,Rewards,Visa,https://www.moneysmart.sg/credit-cards/hsbc,https://www.hsbc.com.sg/1/2//campaigns/chl_revo?code=PSR1000010&cid=SGH:YCT:P1:CC:01:1804:054:Acq_MassCards_PSR_Google&gclid=Cj0KCQiA5NPjBRDDARIsAM9X1GK-AxHeTAlG-aObbtK_ug8ZuI4BlPTeYo5faIp6hDv9dCFwKgvyvqcaAksUEALw_wcB,21,999,A,30000,30000,40000,0.028,150,12500,999999999,0,1,999999999,1,5,999999999,1,5,999999999,1,1,999999999,1,5,999999999,1,3,999999999,1,1,999999999,1,1,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,999999999,0.16,999999999,0,0.16,999999999,0,0.16,999999999,0,0.16,999999999,0,0,999999999,0,0,999999999,0
24,HSBC Visa Infinite Credit Card,FALSE,HSBC,Miles,Visa,https://www.moneysmart.sg/credit-cards/hsbc,https://www.hsbc.com.sg/1/2//campaigns/visainfinite?code=PSR1000010&cid=SGH:YCT:P1:CC:01:1804:054:Acq_MassCards_PSR_Google&gclid=Cj0KCQiA5NPjBRDDARIsAM9X1GK-AxHeTAlG-aObbtK_ug8ZuI4BlPTeYo5faIp6hDv9dCFwKgvyvqcaAksUEALw_wcB,21,999,A,120000,120000,120000,0.028,650,0,999999999,0,1.25,999999999,1,1,999999999,1,1,999999999,1,2.25,999999999,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,999999999,1,1,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,999999999,0.14,999999999,0,0.14,999999999,0,0.14,999999999,0,0.14,999999999,0,0,999999999,0,0,999999999,0
25,Maybank Horizon Visa Signature,FALSE,Maybank,not-found,Visa,https://www.moneysmart.sg/credit-cards/maybank,https://info.maybank2u.com.sg/personal/cards/credit/credit-card-for-travel-horizon-signature-visa-card.aspx,21,999,A,30000,30000,60000,0.028,180,0,999999999,0,1,999999999,1,8,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0
26,Maybank Manchester United Platinum Visa Card,FALSE,Maybank,not-found,Visa,not-found,https://info.maybank2u.com.sg/personal/cards/credit/manchester-united-credit-card.aspx,21,999,A,30000,30000,60000,0,80,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0
27,Maybank FC Barcelona Visa Signature,FALSE,Maybank,not-found,Visa,https://www.moneysmart.sg/credit-cards/maybank,https://info.maybank2u.com.sg/personal/cards/credit/fc-barcelona-visa-signature-card.aspx,21,999,A,30000,30000,60000,0,120,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,2,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0.016,999999999,0,0.016,999999999,0,0.016,999999999,0,0.016,999999999,0,999999999,0.016,999999999,0,0.016,999999999,0,0.016,999999999,0,0.016,999999999,0,0.016,999999999,0,999999999,0.016,999999999,0,0.016,999999999,0,999999999,0.016,999999999,0,0.016,999999999,0,0.016,999999999,0,0.016,999999999,0,0.016,999999999,0,0.016,999999999,0
28,Maybank World Mastercard,FALSE,Maybank,not-found,MasterCard,https://www.moneysmart.sg/credit-cards/maybank,https://info.maybank2u.com.sg/personal/cards/credit/world-mastercard.aspx,21,999,A,80000,80000,80000,0,240,0,999999999,0,1,999999999,1,10,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,999999999,0.191,999999999,0,0.191,999999999,0,0.191,999999999,0,0.191,999999999,0,0,999999999,0,0,999999999,0
29,Maybank Family & Friends Card,TRUE,Maybank,not-found,MasterCard,https://www.moneysmart.sg/credit-cards/maybank,https://info.maybank2u.com.sg/personal/cards/credit/family-friends-platinum-mastercard-cash-back-credit-card.aspx,21,999,A,30000,30000,60000,0,180,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,"999999999.0,999999999.0","500.0,1000.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.05,0.08","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0.003,0.003","999999999.0,999999999.0","0,0","0.05,0.08","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.05,0.08","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.05,0.08","999999999.0,999999999.0","0,0"
30,Maybank Platinum Visa Card,TRUE,Maybank,not-found,Visa,https://www.moneysmart.sg/credit-cards/maybank-platinum-visa-card,https://info.maybank2u.com.sg/personal/cards/credit/platinum-visa-card.aspx,21,999,A,30000,30000,60000,0,80,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,"999999999.0,999999999.0","300.0,1000.0","30.0,100.0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","0.003,0.003","50,50","0,0","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0","0,0","999999999.0,999999999.0","0,0"
31,Maybank DUO Platinum MasterCard,FALSE,Maybank,not-found,MasterCard,not-found,https://info.maybank2u.com.sg/personal/cards/credit/duo-platinum-mastercard-petrol-credit-card.aspx,21,999,A,30000,30000,60000,0,120,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,999999999,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0,999999999,0,0,999999999,0
32,OCBC 365 Credit Card,FALSE,OCBC,not-found,Visa,https://www.moneysmart.sg/credit-cards/ocbc-365-credit-card,https://www.ocbc.com/personal-banking/cards/365card.html,21,999,A,30000,30000,45000,0,193,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0.06,80,0,0,999999999,0,80,0.03,999999999,0,0.03,999999999,0,0.03,999999999,0,0.03,999999999,0,0.03,999999999,0,999999999,0.06,999999999,0,0.06,999999999,0,999999999,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0,999999999,0,0.03,999999999,0
33,OCBC Frank Card,FALSE,OCBC,not-found,Visa,https://www.moneysmart.sg/credit-cards/ocbc-frank-card,http://www.frankbyocbc.com/products/cards/credit-card,21,999,A,30000,30000,45000,0,80,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0.06,999999999,0,0.06,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0
34,OCBC Titanium Rewards Card (Blue),FALSE,OCBC,not-found,MasterCard,https://www.moneysmart.sg/credit-cards/ocbc-titanium-rewards-card-blue,https://www.ocbc.com/personal-banking/cards/titaniumrewards-mastercard.html,21,999,A,30000,30000,45000,0,193,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,10,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0
35,OCBC Titanium Rewards Card (Pink),FALSE,OCBC,not-found,MasterCard,https://www.moneysmart.sg/credit-cards/ocbc-titanium-rewards-card,https://www.ocbc.com/personal-banking/cards/titaniumrewards-mastercard.html,21,999,A,30000,30000,45000,0,193,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,10,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0.0333,999999999,0,0.0333,999999999,0,0.0333,999999999,0,0.0333,999999999,0,999999999,0.0333,999999999,0,0.0333,999999999,0,0.0333,999999999,0,0.0333,999999999,0,0.0333,999999999,0,999999999,0.0333,999999999,0,0.0333,999999999,0,999999999,0.0333,999999999,0,0.0333,999999999,0,0.0333,999999999,0,0.0333,999999999,0,0.0333,999999999,0,0.0333,999999999,0
36,OCBC Cashflo Credit Card,FALSE,OCBC,not-found,MasterCard,https://www.moneysmart.sg/credit-cards/ntuc-plus-visa-credit-card,https://www.ocbc.com/personal-banking/cards/cashflo-mastercard.html,21,999,A,30000,30000,45000,0,161,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,999999999,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,999999999,0.05,999999999,0,0.05,999999999,0,999999999,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0
37,OCBC Plus! Visa Credit Card,FALSE,OCBC,not-found,Visa,https://www.moneysmart.sg/credit-cards/ocbc-cashflo-card,https://www.ocbc.com/personal-banking/cards/cpa/plus/index.html,21,999,A,30000,30000,45000,0,107,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0.07,999999999,0,0.07,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0.03,999999999,0,0.03,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0
38,OCBC/NTUC Plus! Visa Credit Card,FALSE,OCBC,not-found,Visa,https://www.moneysmart.sg/credit-cards/ocbc-plus-visa-credit-card,https://plus.com.sg/apply/cards/ntuc-plus-visa-credit-card,21,999,A,30000,30000,45000,0,80,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0.12,999999999,0,0.12,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0.08,999999999,0,0.08,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0
39,POSB Everyday Card,FALSE,DBS,not-found,MasterCard,https://www.moneysmart.sg/credit-cards/posb,https://www.posb.com.sg/personal/promotion/cards-signup?cid=sg:en:cbg:bsd:sem:goo:na:na:card:cen_cards_sem:na:posb+credit+cards&ds_rl=1247858&ds_rl=1259147&ds_rl=1257634&gclid=EAIaIQobChMIyOPcicnK4AIVVxePCh1w2g8-EAAYASAAEgKdm_D_BwE&gclsrc=aw.ds,21,999,A,30000,30000,45000,0,192.6,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,999999999,0,0,0.01,999999999,0,0.003,999999999,0,0.15,50,0,0.1,50,0,999999999,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,0.05,999999999,0,999999999,0.003,999999999,0,0.003,999999999,0,999999999,0.201,999999999,0,0.201,999999999,0,0.201,999999999,0,0.201,999999999,0,0.003,999999999,0,0.1,50,0
40,UOB YOLO CARD,FALSE,UOB,Rebates,visa,https://www.moneysmart.sg/credit-cards/uob-yolo,https://www.uob.com.sg/personal/cards/credit/yolo/?ms=owned_site_sg&mt=cvp-cashback_text&i_cid=cc_evergreen_201803_na&vid=none,21,999,A,30000,30000,40000,0,192.6,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,80,600,0,0.003,999999999,0,0.003,999999999,0,0.08,999999999,0,0.003,999999999,0,999999999,0.003,999999999,0,0.003,999999999,0,0.003,999999999,0,0.003,999999999,0,0.003,999999999,0,999999999,0.18,999999999,0,0.18,999999999,0,999999999,0.2,999999999,0,0.2,999999999,0,0.2,999999999,0,0.2,999999999,0,0.003,999999999,0,0.003,999999999,0
41,UOB ONE CARD,TRUE,UOB,Rebates,visa,not-found,https://www.uob.com.sg/credit-cards/featured.html?ms=owned_site_sg&mt=cvp-cashback_text&i_cid=cc_evergreen_201803_na&vid=none#one-card,21,999,A,30000,30000,40000,0,192.6,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,"100.0,100.0,100.0","500.0,1000.0,2000","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","999999999.0,999999999.0,999999999.0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","999999999.0,999999999.0,999999999.0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","999999999.0,999999999.0,999999999.0","0.21,0.21,0.21","999999999.0,999999999.0,999999999.0","0,0,0","0.21,0.21,0.21","999999999.0,999999999.0,999999999.0","0,0,0","0.21,0.21,0.21","999999999.0,999999999.0,999999999.0","0,0,0","0.21,0.21,0.21","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0","0.0333,0.0333,0.05","999999999.0,999999999.0,999999999.0","0,0,0"
42,UOB DELIGHT CREDIT CARD,FALSE,UOB,Rebates,Visa,not-found,https://www.uob.com.sg/personal/cards/credit-cards/rebates-cards/delight-card.page?ms=undefined&mt=undefined&i_cid=pweb-card-comparator&vid=none&productid=cc,21,999,A,30000,30000,40000,0,85.6,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,50,400,0,0.03,999999999,0,0.03,999999999,0,0.003,999999999,0,0.003,999999999,0,999999999,0.08,999999999,0,0.08,999999999,0,0.08,999999999,0,0.08,999999999,0,0.08,999999999,0,999999999,0.003,999999999,0,0.003,999999999,0,999999999,0.003,999999999,0,0.003,999999999,0,0.003,999999999,0,0.003,999999999,0,0.003,999999999,0,0.003,999999999,0
43,UOB UNIONPAY CARD,FALSE,UOB,Rebates,UnionPay,not-found,https://www.uob.com.sg/personal/cards/credit-cards/rebates-cards/uob-unionpay-platinum-card.page?ms=owned_site_sg&mt=cvp-cashback_text&i_cid=cc_evergreen_201803_na&vid=none&productid=cc,21,999,A,30000,30000,40000,0,192.6,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,50,0,0,0.02,999999999,0,0.02,999999999,0,0.02,999999999,0,0.02,999999999,0,999999999,0.02,999999999,0,0.02,999999999,0,0.02,999999999,0,0.02,999999999,0,0.02,999999999,0,999999999,0.02,999999999,0,0.02,999999999,0,999999999,0.216,999999999,0,0.216,999999999,0,0.216,999999999,0,0.216,999999999,0,0.02,999999999,0,0.02,999999999,0
44,UOB JCB CARD,TRUE,UOB,Rebates,JCB,not-found,https://www.uob.com.sg/personal/cards/credit-cards/rebates-cards/uob-jcb-card.page?ms=owned_site_sg&mt=cvp-cashback_text&i_cid=cc_evergreen_201803_na&vid=none&productid=cc,21,999,A,30000,30000,40000,0,64.2,0,999999999,0,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,0.5,"50,50","0,300","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.03,0.06","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","999999999.0,999999999.0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0","0.003,0.003","999999999.0,999999999.0","0,0"
45,UOB PRVI MILES CARD,FALSE,UOB,Miles,"visa, masterCard, american express",not-found,https://www.uob.com.sg/credit-cards/featured.html?ms=owned_site_sg&mt=cvp-cashback_text&i_cid=cc_evergreen_201803_na&vid=none#prvimiles-card,21,999,A,30000,30000,40000,0,256.8,0,999999999,0,1.4,999999999,1,1,999999999,1,1,999999999,1,2.4,999999999,1,1,999999999,1,1,999999999,1,1,999999999,1,1,999999999,0,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,999999999,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0,0,999999999,0
